StudyHours,PapersPracticed,PreviousMarks,SleepingHours,PerformanceIndex
2.0,9.0,75.0,9,57.0
6.0,4.0,9.0,7,76.0
4.0,7.0,73.0,7,55.0
9.0,8.0,82.0,8,79.0
5.0,5.0,86.0,8,73.0
3.0,9.0,86.0,5,69.0
5.0,8.0,76.0,6,66.0
3.0,6.0,87.0,7,66.0
2.0,4.0,8.0,7,58.0
3.0,9.0,62.0,5,4.0
6.0,4.0,47.0,4,33.0
5.0,6.0,83.0,4,69.0
8.0,6.0,79.0,8,73.0
5.0,8.0,93.0,6,80.0
7.0,7.0,6.0,4,54.0
5.0,8.0,7.0,5,53.0
2.0,8.0,44.0,8,26.0
8.0,5.0,83.0,8,80.0
8.0,7.0,69.0,5,62.0
6.0,6.0,57.0,7,48.0
9.0,6.0,87.0,8,83.0
6.0,7.0,93.0,6,83.0
6.0,5.0,57.0,6,42.0
3.0,0.0,49.0,8,32.0
5.0,3.0,60.0,7,44.0
5.0,0.0,83.0,7,67.0
7.0,4.0,65.0,9,58.0
6.0,4.0,84.0,9,76.0
3.0,2.0,72.0,5,52.0
5.0,2.0,46.0,6,32.0
2.0,9.0,63.0,8,39.0
6.0,5.0,88.0,6,77.0
5.0,4.0,57.0,8,44.0
9.0,8.0,65.0,8,64.0
2.0,4.0,56.0,6,38.0
2.0,0.0,80.0,6,56.0
4.0,3.0,46.0,9,28.0
4.0,7.0,74.0,7,56.0
2.0,5.0,52.0,4,27.0
7.0,8.0,44.0,9,4.0
6.0,9.0,64.0,4,5.0
6.0,0.0,93.0,5,8.0
4.0,2.0,67.0,7,47.0
9.0,7.0,98.0,6,96.0
3.0,7.0,66.0,6,45.0
6.0,3.0,48.0,8,36.0
6.0,5.0,7.0,5,60.0
6.0,6.0,76.0,9,68.0
8.0,0.0,69.0,7,62.0
3.0,4.0,57.0,6,35.0
2.0,4.0,65.0,7,43.0
2.0,7.0,60.0,5,38.0
9.0,5.0,85.0,4,8.0
6.0,7.0,97.0,5,87.0
5.0,8.0,95.0,8,82.0
3.0,6.0,4.0,9,23.0
7.0,6.0,58.0,8,53.0
7.0,3.0,73.0,9,64.0
4.0,8.0,67.0,6,47.0
8.0,4.0,90.0,8,83.0
9.0,9.0,90.0,6,88.0
3.0,0.0,86.0,8,68.0
8.0,7.0,65.0,8,6.0
9.0,4.0,80.0,5,75.0
2.0,8.0,40.0,9,8.0
3.0,9.0,8.0,7,63.0
8.0,6.0,44.0,5,39.0
8.0,5.0,4.0,7,33.0
4.0,8.0,95.0,5,79.0
6.0,3.0,54.0,7,4.0
7.0,5.0,57.0,5,47.0
9.0,4.0,74.0,4,70.0
8.0,0.0,78.0,4,68.0
7.0,4.0,98.0,7,87.0
6.0,5.0,80.0,9,73.0
2.0,8.0,46.0,6,2.0
8.0,9.0,97.0,7,94.0
6.0,9.0,54.0,4,4.0
2.0,7.0,55.0,4,32.0
7.0,6.0,84.0,9,78.0
8.0,7.0,65.0,6,62.0
4.0,2.0,82.0,8,67.0
5.0,6.0,55.0,6,42.0
6.0,3.0,5.0,7,37.0
4.0,4.0,93.0,9,77.0
9.0,3.0,79.0,5,79.0
3.0,0.0,76.0,4,54.0
4.0,4.0,73.0,7,56.0
8.0,7.0,94.0,8,89.0
2.0,4.0,64.0,5,42.0
5.0,3.0,96.0,7,83.0
7.0,8.0,97.0,9,88.0
7.0,8.0,56.0,9,52.0
6.0,5.0,56.0,9,44.0
7.0,8.0,80.0,4,70.0
7.0,4.0,93.0,8,85.0
9.0,4.0,80.0,6,78.0
5.0,9.0,82.0,8,67.0
7.0,7.0,74.0,8,70.0
5.0,4.0,47.0,8,33.0
9.0,2.0,88.0,6,85.0
9.0,8.0,54.0,7,52.0
3.0,7.0,95.0,8,76.0
2.0,3.0,83.0,7,58.0
3.0,9.0,75.0,5,57.0
6.0,8.0,66.0,9,55.0
9.0,3.0,62.0,6,55.0
4.0,2.0,87.0,9,72.0
7.0,3.0,4.0,5,3.0
7.0,9.0,74.0,5,67.0
7.0,3.0,86.0,9,79.0
2.0,3.0,79.0,8,59.0
5.0,3.0,94.0,5,76.0
7.0,5.0,62.0,8,57.0
2.0,8.0,79.0,5,54.0
5.0,9.0,9.0,9,8.0
6.0,2.0,99.0,5,89.0
6.0,4.0,87.0,5,77.0
4.0,2.0,5.0,9,37.0
2.0,8.0,65.0,5,43.0
7.0,6.0,7.0,8,66.0
9.0,0.0,86.0,7,84.0
9.0,0.0,73.0,9,68.0
4.0,8.0,87.0,8,7.0
8.0,7.0,9.0,6,85.0
7.0,8.0,49.0,6,4.0
7.0,2.0,44.0,5,34.0
7.0,2.0,47.0,4,39.0
7.0,3.0,99.0,4,94.0
8.0,8.0,76.0,5,70.0
5.0,0.0,70.0,8,58.0
7.0,7.0,70.0,6,60.0
6.0,5.0,78.0,6,65.0
3.0,7.0,98.0,7,78.0
6.0,4.0,99.0,6,87.0
2.0,5.0,42.0,4,5.0
6.0,6.0,74.0,7,65.0
6.0,5.0,59.0,8,48.0
6.0,8.0,92.0,9,8.0
8.0,0.0,83.0,4,73.0
5.0,3.0,58.0,6,40.0
3.0,6.0,99.0,6,79.0
7.0,5.0,63.0,6,56.0
3.0,4.0,42.0,9,2.0
2.0,8.0,99.0,9,82.0
7.0,3.0,84.0,8,77.0
3.0,3.0,68.0,5,47.0
7.0,5.0,96.0,5,88.0
8.0,4.0,62.0,9,57.0
8.0,5.0,53.0,4,46.0
5.0,0.0,89.0,6,76.0
6.0,3.0,67.0,5,57.0
8.0,7.0,64.0,6,6.0
2.0,6.0,95.0,4,7.0
2.0,9.0,79.0,7,56.0
4.0,4.0,86.0,4,68.0
2.0,0.0,45.0,5,23.0
3.0,3.0,48.0,5,29.0
6.0,6.0,42.0,4,30.0
2.0,0.0,49.0,6,26.0
3.0,6.0,40.0,7,20.0
4.0,6.0,8.0,7,66.0
5.0,0.0,67.0,8,5.0
5.0,3.0,84.0,7,66.0
4.0,7.0,53.0,6,34.0
8.0,0.0,46.0,6,39.0
9.0,7.0,87.0,7,87.0
5.0,5.0,52.0,8,39.0
5.0,0.0,75.0,4,58.0
7.0,2.0,9.0,5,82.0
3.0,8.0,63.0,7,43.0
9.0,9.0,46.0,5,43.0
5.0,5.0,7.0,6,56.0
9.0,9.0,88.0,8,88.0
6.0,6.0,43.0,9,30.0
3.0,9.0,95.0,4,74.0
6.0,4.0,42.0,8,29.0
9.0,7.0,79.0,8,8.0
7.0,8.0,80.0,5,7.0
6.0,5.0,59.0,8,49.0
2.0,9.0,8.0,5,6.0
6.0,2.0,75.0,7,63.0
4.0,7.0,9.0,8,74.0
3.0,9.0,73.0,9,56.0
8.0,8.0,80.0,8,75.0
3.0,6.0,88.0,5,73.0
7.0,6.0,49.0,6,43.0
7.0,7.0,45.0,9,33.0
6.0,9.0,48.0,4,37.0
5.0,9.0,40.0,4,25.0
3.0,9.0,69.0,5,49.0
4.0,0.0,6.0,6,43.0
9.0,8.0,77.0,9,76.0
3.0,3.0,67.0,5,48.0
9.0,3.0,49.0,9,45.0
9.0,3.0,88.0,9,86.0
9.0,2.0,52.0,4,5.0
8.0,7.0,94.0,7,86.0
8.0,6.0,47.0,5,42.0
4.0,7.0,60.0,5,39.0
2.0,4.0,58.0,8,34.0
3.0,6.0,58.0,5,37.0
7.0,9.0,89.0,7,84.0
4.0,0.0,52.0,9,36.0
9.0,7.0,67.0,9,68.0
5.0,0.0,4.0,7,23.0
2.0,3.0,60.0,7,35.0
8.0,6.0,64.0,7,62.0
7.0,4.0,94.0,4,84.0
4.0,9.0,86.0,7,69.0
6.0,7.0,59.0,7,48.0
7.0,4.0,74.0,9,69.0
7.0,2.0,74.0,9,63.0
5.0,2.0,53.0,7,35.0
5.0,5.0,69.0,8,55.0
5.0,3.0,54.0,6,4.0
7.0,4.0,59.0,9,52.0
5.0,9.0,46.0,8,33.0
9.0,8.0,74.0,9,73.0
8.0,5.0,82.0,8,76.0
4.0,8.0,82.0,8,68.0
9.0,3.0,98.0,9,96.0
8.0,3.0,92.0,8,88.0
4.0,0.0,90.0,5,73.0
8.0,2.0,86.0,9,82.0
9.0,4.0,4.0,9,35.0
6.0,8.0,42.0,6,33.0
4.0,8.0,47.0,4,27.0
2.0,7.0,87.0,8,62.0
3.0,3.0,54.0,8,36.0
8.0,0.0,7.0,9,66.0
2.0,3.0,45.0,4,8.0
2.0,5.0,5.0,4,27.0
7.0,6.0,60.0,5,5.0
8.0,9.0,6.0,6,54.0
6.0,0.0,66.0,9,56.0
5.0,8.0,54.0,6,40.0
3.0,4.0,89.0,4,68.0
8.0,2.0,60.0,7,52.0
3.0,8.0,58.0,8,39.0
4.0,2.0,96.0,7,77.0
7.0,9.0,40.0,6,28.0
2.0,5.0,72.0,6,49.0
8.0,4.0,95.0,9,92.0
9.0,8.0,62.0,5,59.0
7.0,2.0,60.0,7,49.0
2.0,9.0,9.0,5,70.0
6.0,5.0,47.0,9,36.0
4.0,6.0,93.0,4,77.0
3.0,9.0,48.0,6,30.0
4.0,9.0,45.0,9,3.0
7.0,2.0,9.0,9,82.0
9.0,7.0,95.0,6,94.0
5.0,9.0,52.0,7,37.0
3.0,2.0,92.0,8,73.0
7.0,3.0,63.0,6,54.0
8.0,2.0,76.0,9,66.0
6.0,4.0,45.0,4,34.0
2.0,0.0,80.0,5,56.0
5.0,4.0,7.0,5,54.0
7.0,8.0,64.0,4,53.0
4.0,2.0,42.0,7,24.0
7.0,4.0,94.0,9,87.0
6.0,6.0,77.0,8,67.0
2.0,4.0,4.0,7,7.0
8.0,7.0,45.0,8,4.0
6.0,0.0,62.0,9,52.0
2.0,0.0,78.0,8,58.0
3.0,9.0,95.0,9,77.0
7.0,3.0,40.0,9,29.0
6.0,0.0,73.0,6,59.0
3.0,0.0,65.0,4,40.0
9.0,9.0,70.0,9,67.0
7.0,0.0,62.0,8,56.0
3.0,6.0,59.0,8,43.0
6.0,3.0,99.0,8,89.0
7.0,6.0,54.0,4,4.0
2.0,4.0,90.0,4,64.0
9.0,0.0,95.0,5,93.0
4.0,7.0,59.0,6,4.0
3.0,9.0,46.0,4,24.0
9.0,3.0,94.0,7,93.0
3.0,4.0,60.0,4,39.0
4.0,3.0,78.0,6,60.0
6.0,9.0,47.0,4,35.0
4.0,6.0,79.0,4,6.0
6.0,6.0,47.0,4,35.0
7.0,5.0,46.0,9,36.0
3.0,5.0,88.0,8,73.0
6.0,3.0,66.0,7,54.0
8.0,4.0,60.0,6,55.0
7.0,6.0,47.0,5,39.0
2.0,9.0,43.0,6,20.0
8.0,5.0,85.0,4,74.0
3.0,8.0,73.0,9,54.0
8.0,7.0,78.0,8,72.0
5.0,4.0,78.0,6,6.0
2.0,7.0,53.0,4,30.0
2.0,0.0,73.0,8,52.0
3.0,3.0,67.0,4,45.0
3.0,0.0,97.0,6,79.0
5.0,8.0,53.0,8,39.0
9.0,3.0,92.0,5,88.0
4.0,9.0,7.0,8,55.0
5.0,6.0,88.0,8,74.0
4.0,2.0,42.0,9,25.0
6.0,2.0,63.0,6,48.0
7.0,6.0,49.0,6,35.0
9.0,4.0,82.0,9,80.0
6.0,5.0,73.0,9,65.0
8.0,2.0,5.0,7,45.0
8.0,0.0,78.0,7,72.0
4.0,9.0,66.0,6,48.0
7.0,5.0,47.0,8,37.0
7.0,8.0,7.0,8,68.0
3.0,7.0,95.0,9,73.0
9.0,6.0,74.0,8,74.0
8.0,3.0,44.0,9,42.0
6.0,3.0,46.0,5,34.0
3.0,6.0,46.0,4,24.0
6.0,3.0,87.0,5,72.0
7.0,7.0,64.0,4,55.0
6.0,2.0,57.0,9,46.0
5.0,9.0,47.0,8,35.0
2.0,3.0,89.0,4,6.0
9.0,0.0,44.0,4,4.0
3.0,4.0,62.0,9,44.0
9.0,4.0,52.0,5,46.0
9.0,2.0,87.0,7,85.0
7.0,6.0,72.0,8,65.0
9.0,8.0,8.0,6,79.0
6.0,4.0,4.0,7,27.0
5.0,4.0,69.0,9,54.0
8.0,6.0,82.0,4,77.0
9.0,3.0,73.0,9,75.0
6.0,3.0,56.0,5,45.0
6.0,2.0,93.0,8,8.0
2.0,0.0,93.0,9,69.0
7.0,2.0,72.0,7,62.0
7.0,4.0,96.0,7,90.0
9.0,5.0,76.0,6,72.0
6.0,7.0,87.0,8,77.0
7.0,2.0,90.0,7,83.0
4.0,3.0,84.0,4,65.0
8.0,8.0,54.0,7,46.0
9.0,6.0,4.0,7,39.0
8.0,7.0,88.0,5,82.0
4.0,0.0,40.0,4,23.0
6.0,4.0,52.0,6,40.0
3.0,7.0,74.0,7,56.0
8.0,0.0,74.0,7,69.0
3.0,6.0,65.0,9,46.0
5.0,0.0,70.0,9,55.0
7.0,7.0,47.0,6,37.0
8.0,6.0,57.0,7,54.0
3.0,4.0,83.0,8,65.0
7.0,5.0,67.0,5,60.0
8.0,2.0,55.0,6,48.0
6.0,8.0,77.0,9,68.0
8.0,0.0,96.0,7,90.0
6.0,8.0,63.0,8,52.0
7.0,7.0,58.0,4,49.0
5.0,7.0,89.0,7,75.0
2.0,2.0,72.0,8,53.0
8.0,3.0,43.0,9,40.0
9.0,0.0,40.0,5,38.0
5.0,0.0,98.0,9,84.0
6.0,0.0,94.0,5,83.0
5.0,5.0,52.0,4,35.0
3.0,6.0,69.0,8,5.0
2.0,3.0,89.0,8,66.0
7.0,0.0,43.0,8,38.0
9.0,4.0,96.0,7,93.0
5.0,0.0,7.0,8,56.0
9.0,7.0,73.0,8,68.0
7.0,6.0,40.0,8,3.0
5.0,9.0,53.0,7,38.0
2.0,9.0,65.0,9,4.0
2.0,3.0,62.0,5,34.0
2.0,8.0,57.0,5,35.0
8.0,6.0,72.0,9,70.0
6.0,0.0,90.0,8,80.0
3.0,5.0,62.0,6,4.0
5.0,5.0,78.0,5,64.0
3.0,9.0,8.0,6,62.0
9.0,5.0,60.0,4,55.0
2.0,2.0,40.0,8,8.0
2.0,2.0,48.0,4,26.0
4.0,5.0,6.0,8,42.0
6.0,7.0,42.0,9,29.0
7.0,8.0,48.0,8,4.0
9.0,8.0,44.0,5,42.0
7.0,9.0,97.0,8,95.0
5.0,6.0,80.0,5,66.0
5.0,6.0,88.0,4,7.0
8.0,7.0,6.0,8,56.0
9.0,5.0,59.0,9,58.0
4.0,0.0,44.0,9,23.0
6.0,4.0,58.0,7,45.0
8.0,7.0,53.0,9,49.0
6.0,5.0,6.0,5,46.0
2.0,3.0,9.0,5,67.0
2.0,3.0,56.0,5,3.0
8.0,2.0,89.0,8,82.0
5.0,2.0,59.0,4,4.0
7.0,8.0,68.0,4,56.0
2.0,8.0,99.0,7,79.0
8.0,7.0,63.0,8,59.0
8.0,6.0,95.0,9,92.0
4.0,3.0,66.0,9,48.0
4.0,8.0,99.0,9,87.0
8.0,6.0,92.0,4,87.0
9.0,3.0,55.0,6,55.0
4.0,2.0,89.0,6,72.0
5.0,3.0,85.0,6,67.0
2.0,2.0,65.0,4,4.0
3.0,7.0,85.0,9,65.0
7.0,4.0,55.0,5,46.0
2.0,6.0,88.0,9,65.0
4.0,8.0,64.0,8,48.0
2.0,2.0,95.0,6,72.0
9.0,2.0,4.0,9,4.0
8.0,4.0,86.0,6,82.0
8.0,5.0,68.0,5,57.0
9.0,5.0,86.0,6,84.0
5.0,4.0,68.0,9,56.0
4.0,7.0,95.0,6,72.0
7.0,6.0,75.0,6,67.0
8.0,0.0,77.0,7,70.0
7.0,9.0,73.0,4,62.0
4.0,8.0,93.0,8,80.0
6.0,6.0,48.0,6,34.0
6.0,0.0,63.0,8,52.0
4.0,3.0,94.0,4,79.0
2.0,5.0,44.0,4,7.0
6.0,0.0,54.0,8,4.0
4.0,3.0,97.0,9,85.0
8.0,2.0,88.0,8,84.0
3.0,9.0,63.0,6,4.0
6.0,9.0,76.0,9,69.0
3.0,3.0,75.0,9,56.0
3.0,6.0,88.0,8,67.0
7.0,8.0,75.0,8,70.0
8.0,2.0,89.0,8,83.0
5.0,6.0,59.0,8,48.0
9.0,8.0,62.0,9,57.0
9.0,4.0,57.0,4,5.0
7.0,6.0,44.0,6,37.0
7.0,7.0,62.0,8,54.0
9.0,5.0,83.0,6,8.0
5.0,0.0,99.0,4,86.0
6.0,8.0,58.0,9,5.0
6.0,7.0,53.0,5,4.0
2.0,9.0,60.0,4,35.0
4.0,2.0,57.0,7,40.0
6.0,2.0,45.0,4,30.0
6.0,2.0,70.0,9,57.0
9.0,0.0,7.0,5,67.0
3.0,3.0,98.0,4,79.0
2.0,5.0,44.0,9,20.0
8.0,3.0,94.0,5,89.0
2.0,8.0,64.0,6,4.0
3.0,4.0,57.0,8,38.0
8.0,2.0,92.0,6,87.0
7.0,5.0,97.0,6,89.0
7.0,5.0,79.0,7,72.0
2.0,6.0,99.0,7,80.0
2.0,7.0,5.0,9,30.0
8.0,6.0,62.0,7,57.0
8.0,3.0,62.0,4,55.0
2.0,2.0,78.0,7,56.0
5.0,0.0,4.0,8,26.0
7.0,2.0,56.0,8,44.0
6.0,3.0,99.0,8,9.0
6.0,6.0,42.0,6,32.0
6.0,6.0,45.0,5,33.0
3.0,8.0,88.0,5,69.0
7.0,6.0,47.0,9,36.0
6.0,4.0,46.0,4,36.0
3.0,9.0,97.0,9,76.0
6.0,3.0,44.0,6,33.0
5.0,0.0,59.0,9,45.0
8.0,7.0,92.0,4,87.0
4.0,4.0,62.0,5,43.0
4.0,6.0,8.0,4,56.0
4.0,3.0,84.0,5,65.0
7.0,6.0,64.0,8,55.0
5.0,6.0,56.0,5,39.0
5.0,0.0,60.0,9,49.0
8.0,5.0,9.0,9,90.0
9.0,4.0,8.0,8,77.0
9.0,5.0,70.0,8,67.0
4.0,8.0,98.0,9,83.0
6.0,5.0,54.0,5,44.0
7.0,8.0,88.0,9,83.0
4.0,9.0,69.0,9,55.0
8.0,7.0,69.0,6,66.0
6.0,4.0,6.0,5,48.0
3.0,5.0,86.0,4,65.0
6.0,0.0,98.0,8,85.0
2.0,8.0,54.0,9,33.0
4.0,5.0,7.0,6,57.0
5.0,2.0,97.0,5,82.0
3.0,8.0,64.0,4,44.0
7.0,6.0,5.0,6,43.0
4.0,5.0,9.0,9,80.0
3.0,3.0,42.0,9,22.0
4.0,8.0,79.0,9,6.0
2.0,7.0,95.0,9,72.0
4.0,6.0,43.0,7,26.0
4.0,2.0,79.0,5,60.0
3.0,2.0,99.0,4,80.0
8.0,2.0,56.0,5,45.0
5.0,4.0,97.0,6,84.0
5.0,2.0,85.0,8,70.0
7.0,2.0,5.0,8,42.0
2.0,0.0,60.0,8,36.0
4.0,3.0,76.0,6,57.0
2.0,3.0,49.0,6,26.0
8.0,5.0,43.0,5,34.0
8.0,5.0,83.0,9,79.0
6.0,8.0,57.0,9,45.0
6.0,9.0,74.0,8,64.0
4.0,0.0,80.0,8,63.0
5.0,0.0,65.0,8,52.0
9.0,6.0,52.0,9,5.0
3.0,9.0,63.0,4,42.0
5.0,0.0,72.0,7,5.0
4.0,8.0,73.0,4,59.0
7.0,4.0,52.0,8,42.0
7.0,9.0,97.0,4,90.0
7.0,5.0,79.0,9,73.0
5.0,8.0,75.0,9,62.0
5.0,2.0,56.0,8,42.0
5.0,2.0,82.0,5,66.0
9.0,8.0,96.0,7,94.0
7.0,6.0,95.0,9,83.0
3.0,3.0,78.0,7,60.0
7.0,6.0,92.0,6,85.0
6.0,2.0,67.0,5,56.0
3.0,6.0,90.0,8,69.0
8.0,3.0,86.0,5,8.0
4.0,9.0,44.0,6,29.0
7.0,2.0,90.0,7,80.0
9.0,9.0,88.0,9,87.0
6.0,5.0,46.0,9,35.0
4.0,4.0,59.0,8,43.0
5.0,9.0,94.0,8,8.0
9.0,0.0,46.0,9,44.0
2.0,2.0,98.0,4,74.0
6.0,5.0,42.0,5,28.0
2.0,3.0,85.0,9,6.0
4.0,4.0,83.0,6,65.0
9.0,4.0,93.0,4,9.0
6.0,5.0,46.0,5,34.0
3.0,3.0,48.0,9,28.0
8.0,9.0,7.0,8,65.0
3.0,2.0,49.0,8,28.0
6.0,8.0,58.0,4,45.0
3.0,9.0,8.0,9,63.0
6.0,0.0,56.0,7,47.0
5.0,0.0,67.0,9,56.0
4.0,3.0,97.0,6,74.0
8.0,2.0,88.0,5,8.0
9.0,5.0,57.0,7,55.0
6.0,5.0,59.0,7,45.0
2.0,0.0,6.0,9,38.0
5.0,3.0,73.0,5,59.0
9.0,3.0,63.0,9,6.0
7.0,7.0,83.0,5,74.0
5.0,4.0,43.0,6,3.0
3.0,9.0,88.0,8,72.0
8.0,2.0,48.0,8,39.0
2.0,9.0,75.0,4,5.0
6.0,7.0,47.0,6,34.0
2.0,9.0,7.0,9,54.0
7.0,0.0,5.0,5,43.0
6.0,0.0,44.0,4,28.0
7.0,2.0,99.0,6,9.0
4.0,6.0,64.0,8,49.0
7.0,5.0,56.0,7,49.0
2.0,8.0,70.0,8,49.0
5.0,4.0,90.0,5,77.0
7.0,7.0,7.0,4,62.0
9.0,3.0,87.0,6,85.0
7.0,6.0,89.0,4,80.0
3.0,4.0,78.0,8,59.0
6.0,3.0,43.0,5,32.0
3.0,3.0,82.0,9,59.0
3.0,2.0,78.0,4,57.0
5.0,6.0,49.0,6,3.0
5.0,0.0,65.0,9,54.0
8.0,7.0,97.0,5,9.0
5.0,5.0,94.0,5,82.0
7.0,6.0,94.0,6,86.0
5.0,4.0,54.0,9,40.0
8.0,7.0,63.0,8,60.0
6.0,5.0,78.0,6,66.0
2.0,2.0,9.0,5,66.0
7.0,9.0,74.0,8,66.0
8.0,4.0,44.0,8,4.0
8.0,8.0,83.0,7,79.0
9.0,5.0,72.0,7,65.0
7.0,2.0,66.0,8,53.0
5.0,5.0,88.0,8,76.0
5.0,8.0,79.0,9,64.0
4.0,6.0,59.0,6,44.0
9.0,5.0,55.0,7,53.0
9.0,5.0,84.0,8,82.0
5.0,4.0,73.0,7,59.0
4.0,4.0,87.0,5,66.0
9.0,4.0,60.0,5,59.0
9.0,2.0,80.0,9,79.0
6.0,5.0,69.0,9,57.0
7.0,8.0,5.0,6,38.0
3.0,7.0,53.0,6,35.0
7.0,8.0,60.0,5,49.0
9.0,0.0,73.0,7,7.0
5.0,6.0,75.0,6,59.0
7.0,7.0,72.0,5,62.0
2.0,7.0,66.0,9,46.0
6.0,4.0,9.0,8,78.0
2.0,7.0,98.0,6,77.0
2.0,4.0,93.0,8,7.0
9.0,3.0,59.0,7,5.0
2.0,5.0,76.0,9,54.0
7.0,7.0,92.0,4,8.0
4.0,8.0,7.0,7,55.0
5.0,3.0,72.0,7,60.0
7.0,3.0,9.0,6,82.0
7.0,6.0,76.0,4,64.0
7.0,0.0,94.0,4,83.0
6.0,2.0,8.0,4,68.0
3.0,4.0,69.0,4,5.0
3.0,0.0,68.0,9,45.0
3.0,7.0,44.0,6,25.0
5.0,7.0,40.0,6,26.0
8.0,3.0,59.0,7,58.0
2.0,7.0,6.0,7,39.0
8.0,6.0,49.0,5,4.0
9.0,7.0,68.0,6,64.0
5.0,6.0,42.0,6,27.0
9.0,5.0,74.0,6,69.0
8.0,2.0,6.0,7,53.0
7.0,4.0,94.0,7,86.0
6.0,9.0,5.0,9,42.0
6.0,2.0,42.0,8,28.0
8.0,5.0,92.0,6,84.0
8.0,4.0,88.0,7,83.0
5.0,3.0,40.0,5,26.0
8.0,4.0,59.0,4,49.0
5.0,8.0,56.0,7,4.0
6.0,8.0,89.0,4,75.0
4.0,3.0,80.0,5,68.0
3.0,0.0,57.0,9,38.0
3.0,8.0,4.0,9,23.0
4.0,9.0,74.0,8,56.0
4.0,5.0,93.0,6,76.0
8.0,8.0,40.0,9,35.0
5.0,8.0,86.0,8,69.0
4.0,9.0,58.0,4,38.0
4.0,4.0,60.0,8,44.0
8.0,7.0,62.0,9,57.0
4.0,5.0,65.0,6,48.0
6.0,2.0,6.0,6,5.0
3.0,5.0,49.0,4,29.0
4.0,4.0,79.0,4,58.0
9.0,2.0,93.0,8,90.0
5.0,5.0,53.0,9,38.0
3.0,9.0,67.0,8,48.0
8.0,9.0,79.0,7,77.0
3.0,8.0,66.0,5,46.0
2.0,7.0,55.0,5,28.0
6.0,3.0,92.0,7,82.0
3.0,6.0,9.0,7,72.0
6.0,3.0,53.0,5,40.0
3.0,6.0,44.0,6,26.0
8.0,9.0,55.0,5,47.0
2.0,8.0,69.0,8,49.0
4.0,7.0,4.0,9,26.0
3.0,2.0,89.0,9,7.0
8.0,6.0,94.0,8,88.0
8.0,7.0,48.0,4,42.0
4.0,8.0,57.0,4,39.0
8.0,9.0,47.0,4,40.0
9.0,8.0,59.0,9,57.0
7.0,7.0,64.0,6,59.0
3.0,0.0,67.0,6,48.0
8.0,4.0,49.0,6,43.0
9.0,8.0,79.0,6,77.0
9.0,2.0,86.0,5,79.0
7.0,3.0,57.0,5,49.0
9.0,7.0,93.0,6,93.0
6.0,6.0,7.0,8,6.0
5.0,6.0,77.0,9,69.0
6.0,3.0,97.0,9,89.0
6.0,3.0,97.0,5,83.0
2.0,5.0,60.0,4,40.0
2.0,0.0,56.0,6,33.0
4.0,0.0,73.0,7,58.0
3.0,5.0,49.0,7,25.0
5.0,9.0,7.0,6,6.0
9.0,4.0,83.0,6,82.0
9.0,4.0,92.0,9,90.0
9.0,3.0,40.0,5,37.0
4.0,3.0,67.0,9,49.0
8.0,0.0,8.0,5,76.0
2.0,2.0,67.0,8,44.0
6.0,3.0,44.0,9,34.0
5.0,9.0,87.0,5,73.0
7.0,9.0,47.0,9,40.0
5.0,3.0,8.0,5,68.0
8.0,6.0,9.0,8,86.0
4.0,5.0,5.0,9,36.0
7.0,0.0,80.0,5,70.0
3.0,6.0,79.0,6,58.0
4.0,7.0,93.0,6,77.0
3.0,7.0,40.0,7,2.0
9.0,5.0,82.0,6,82.0
8.0,6.0,54.0,6,48.0
3.0,0.0,74.0,6,56.0
2.0,9.0,59.0,7,38.0
3.0,4.0,43.0,6,23.0
3.0,6.0,93.0,5,74.0
9.0,9.0,52.0,9,54.0
2.0,3.0,72.0,9,47.0
9.0,4.0,4.0,4,36.0
7.0,6.0,96.0,9,85.0
9.0,8.0,58.0,7,54.0
8.0,2.0,59.0,9,55.0
3.0,8.0,75.0,9,60.0
2.0,0.0,94.0,8,70.0
8.0,8.0,47.0,6,40.0
9.0,4.0,89.0,6,88.0
5.0,0.0,89.0,9,75.0
3.0,4.0,46.0,8,26.0
9.0,8.0,79.0,7,79.0
7.0,3.0,67.0,8,55.0
3.0,7.0,56.0,5,36.0
9.0,8.0,80.0,4,78.0
5.0,9.0,54.0,8,40.0
5.0,2.0,49.0,7,3.0
8.0,2.0,87.0,8,87.0
4.0,7.0,49.0,6,32.0
7.0,2.0,9.0,8,84.0
6.0,0.0,77.0,8,66.0
2.0,7.0,46.0,4,22.0
6.0,5.0,79.0,5,66.0
6.0,6.0,42.0,6,32.0
5.0,3.0,52.0,6,38.0
9.0,3.0,70.0,9,69.0
2.0,4.0,84.0,7,6.0
2.0,4.0,55.0,4,34.0
3.0,9.0,42.0,8,23.0
6.0,3.0,73.0,9,60.0
4.0,8.0,44.0,8,34.0
6.0,0.0,85.0,7,73.0
9.0,9.0,64.0,7,63.0
5.0,3.0,87.0,6,7.0
4.0,4.0,68.0,7,52.0
9.0,5.0,92.0,8,90.0
3.0,5.0,40.0,9,8.0
3.0,5.0,68.0,4,47.0
5.0,2.0,54.0,8,40.0
2.0,2.0,6.0,8,40.0
8.0,7.0,73.0,4,68.0
7.0,6.0,63.0,5,56.0
7.0,4.0,7.0,9,66.0
6.0,9.0,8.0,4,7.0
7.0,4.0,67.0,8,62.0
3.0,4.0,47.0,7,24.0
3.0,3.0,82.0,4,6.0
6.0,4.0,90.0,8,78.0
5.0,7.0,87.0,4,72.0
4.0,7.0,73.0,8,58.0
